"","c.0.36179039948857..0.366065394812081..0.363900498241734..0.367061291542905..","c.0.20788305893076..0.212220909347389..0.210392564661978..0.209426078187937..","c.0.146624767208171..0.1484262790839..0.149444465726564..0.147956000983314..","c.0.115222853090365..0.114546003641593..0.126814746259448..0.116603987421321..","c.0.0935967818600776..0.0986921430276718..0.0911758995115977..","c.0.0782572645558122..0.0786236519721634..0.0795056416348548..","c.0.0758851223306291..0.0688849112873149..0.0725943976881021..","c.0.0627411348571768..0.060661911897599..0.0657903480355511..","c.0.0557689868817065..0.0575111662491449..0.0568891033996606.."
"30",0.367778202782454,0.211259346961928,0.153386753578938,0.114147851796717,0.093694182859029,0.0784176437522075,0.0690456959639719,0.0674441958294656,0.0568231429217226
"31",0.364177231261492,0.207437901279218,0.148971282414446,0.115845294125274,0.103515879425787,0.0782751892681324,0.0676923282473345,0.0602675593217324,0.059682177711404
"32",0.363969594546965,0.207413742993564,0.146930618395779,0.114531533175427,0.0923821765729496,0.0816703860942477,0.0690997388459453,0.0631800507591939,0.054656233691617
"33",0.352338602804942,0.208976458137817,0.148785503213582,0.115067706395981,0.0939350140953087,0.0789064277786292,0.0733367372924841,0.0617613906549957,0.0571924511344343
"34",0.366524372284884,0.209171529451262,0.146916554941075,0.114896665796887,0.0927772800685107,0.0849456778409268,0.0691041178218803,0.0609693930784893,0.0565044956430724
"35",0.366430190014577,0.206937001402332,0.152921359027873,0.113228643925408,0.0932582227875704,0.0838229843703389,0.0676838485689131,0.0673656270016176,0.0577273263302341
"36",0.37120579341277,0.207909280087067,0.154447913623863,0.117512077934228,0.0930171932348135,0.0794437453244336,0.0711590679464511,0.0656722723432091,0.0589769875642224
"37",0.363573460666559,0.208347951898313,0.148255795532555,0.115951272773841,0.0917504074515025,0.0790425074264871,0.069209171183257,0.0655314108849352,0.0567885545497975
"38",0.364321426637547,0.209817739062797,0.146689010429827,0.111952349841882,0.0914169567192054,0.080099789626983,0.0691135786910542,0.0616810511284543,0.0553879078325379
"39",0.370094860834277,0.207030825085242,0.153496825977695,0.113247160963449,0.092655432695491,0.0780920707159111,0.0734337014466526,0.0604023234996555,0.0591963073332488
"40",0.363546261904395,0.2061251046482,0.149093339260532,0.115323581400072,0.0918638066376787,0.0825020616284235,0.0720828422954023,0.0659220958290245,0.0565602034118165
"41",0.367170201623572,0.208703705079066,0.148825978587209,0.114044424549852,0.0923130603958721,0.0799107484531106,0.06802650919312,0.0636435323213298,0.054242831204958
"42",0.361907625597084,0.207414778919465,0.146585559995344,0.113531653231478,0.0925705973349686,0.0784986025712689,0.0688362371965622,0.0617391519016937,0.0564559857324515
"43",0.368241562969777,0.206903864092936,0.148325815317526,0.117829466536736,0.0938987607107712,0.0791058328475917,0.0716132292831711,0.0611163811330674,0.056372098127116
"44",0.36489629200178,0.206978091501429,0.147068357062239,0.112844591082171,0.0924998667465142,0.0789572520768341,0.0712768136799533,0.0639847082909199,0.0562285321363276
"45",0.372051208623029,0.208110175548309,0.149978243620262,0.115461590833866,0.0955510978432038,0.0838678934461935,0.0709667331326879,0.0638069077876448,0.0586865995913406
"46",0.363148043475869,0.210314747853112,0.147404886324655,0.114494504355515,0.0919064282498756,0.0808491838608869,0.0721649351337314,0.0634240907381152,0.0567502430267624
"47",0.362406768340198,0.208603845748874,0.155791547154162,0.113628712286658,0.0914436149788732,0.0801495496411456,0.0686723953622235,0.0664097815677419,0.0563459315122168
"48",0.369347641108839,0.20648207516395,0.150464255388445,0.115162083676146,0.0944966184682398,0.0803758294702127,0.0728315476356088,0.0634331258640697,0.0594172691682077
"49",0.371090700086735,0.20885516461524,0.151782657042108,0.115435122717845,0.0923088240402633,0.0795586810297443,0.0724743633050687,0.0635541791920783,0.0565435094013344
"50",0.366009733068651,0.209429039973049,0.148235557430988,0.11535411892919,0.0953984885040089,0.077163889572506,0.0724899112700979,0.0644143875140443,0.056087717114272
"51",0.363503727999269,0.210233738257317,0.148938563691485,0.11662889140724,0.0945697030248811,0.0840034350847061,0.0723534674763473,0.063601724952741,0.0553703399573
"52",0.359682630134779,0.208769234232046,0.148740546576707,0.113616301309401,0.0922225793549494,0.0842972406202069,0.0716822417793216,0.0642496334646752,0.06021490873812
"53",0.360671695974416,0.208958082380833,0.151576699132875,0.115451892104427,0.091453933079417,0.0779281249731961,0.0696010217249591,0.0617732653076035,0.0595604114051462
"54",0.362517785358408,0.207656698274872,0.149940773864925,0.119872354329405,0.0972211479919165,0.0784200364979371,0.0685224672352819,0.0603184110630323,0.0573962225721291
"55",0.363079230998519,0.210675893526869,0.146263258669422,0.11385154326832,0.0916181821657756,0.0784020490980326,0.0704357895892531,0.0639822933759796,0.0570873490415186
"56",0.361179128134087,0.207541537450844,0.150287727080468,0.113482164649001,0.102985797959005,0.0794113863623757,0.0716683933603325,0.0651885278274972,0.0584351006589686
"57",0.356302518934275,0.210210511001186,0.149576370596898,0.112896784838535,0.0920980546141204,0.0778679820259683,0.0713975496635479,0.0623402870356421,0.0559322779315254
"58",0.36468904880757,0.206884907367126,0.147750163589474,0.115137362073565,0.0924975210655769,0.0786055852755094,0.0732211785315171,0.0625753018768574,0.0580568076081834
"59",0.366628608683117,0.210868422679775,0.147838250750646,0.113928022974421,0.0913540269042448,0.0779380272271081,0.0712150347214305,0.0655275832602737,0.0563532487713435
"60",0.37338956692303,0.21257112714662,0.147988959165804,0.116367599561969,0.0926562125866192,0.0776942900949295,0.0734076587256369,0.0637868959659659,0.0546121499507918
"61",0.363363294251671,0.205245813613123,0.154135214311343,0.11241818487782,0.0936429938658319,0.0845213029121075,0.0700503310833217,0.0598614294183752,0.0586725932829329
"62",0.370868032173197,0.207813053974412,0.15139899019832,0.116384027781944,0.0935931337396917,0.0784862118020086,0.072348411477742,0.0660370799858732,0.0571809299117773
"63",0.371698031715194,0.212431686417098,0.146730510054098,0.115603086994631,0.093826063458874,0.0784503169860383,0.0674238131742381,0.0665282412625279,0.0592290664978951
"64",0.373040671525742,0.209920147088372,0.150737652797476,0.115489844626301,0.0920788856507269,0.0830060670495128,0.0695638763474312,0.0644041423049427,0.0572636010362694
"65",0.37090463247644,0.213275688673892,0.150297664241516,0.120798607390181,0.0927042441139688,0.0788090778566237,0.0690594300165354,0.06169577343404,0.0566669466051647
"66",0.361087346109786,0.210263059274619,0.150930222772789,0.116264210653045,0.0916657131882412,0.0789585549731964,0.0676068420012935,0.0602529894408233,0.053891982273015
"67",0.366315589847073,0.209374716288742,0.152839864719525,0.119365267841422,0.0927353068543488,0.0855826689216397,0.0698616990056394,0.0602653712758398,0.0594008630381283
"68",0.362567312157499,0.206895438710129,0.146274694349928,0.115660453423167,0.0944437639308975,0.0782330574434965,0.0677612359435684,0.0646315969917035,0.0550253433226962
"69",0.356748626428448,0.209012807716931,0.147521354208677,0.115282103562527,0.0940870848292514,0.0787136290344883,0.0726843800044771,0.0625114062873578,0.0567283666092526
"70",0.369723947632795,0.206782160803027,0.150077384175296,0.114469711543952,0.0924742624676276,0.0786486262099413,0.0687712684639049,0.0639598172335862,0.0587349875332289
"71",0.36111497107209,0.208955733653933,0.148553128608965,0.114795498215756,0.0942152496122488,0.0773695714834742,0.0678663737660935,0.0657931076809771,0.0584540719043753
"72",0.375527495463158,0.209217640384311,0.146571670602694,0.114650200694214,0.0926582619266962,0.0798503128790716,0.0717725387855645,0.063990920318392,0.0548625022041268
"73",0.370945227663358,0.209090106708307,0.148559334202369,0.115928503371218,0.0914316864587119,0.0842395644909924,0.070864231403363,0.0605299213261779,0.057887656553831
"74",0.360816771331456,0.208504753310064,0.148833488906648,0.11484112814982,0.0942541015792401,0.0777288904203001,0.0689409340350478,0.063756926455918,0.0556149217809868
"75",0.362593147418683,0.208890550186786,0.149764887049539,0.118250922219291,0.0928934292953887,0.0821195784289002,0.0678786174282374,0.0657074843254784,0.0597683817159234
"76",0.367748394537892,0.206752759508409,0.151410177449574,0.113653856558672,0.0966243116267747,0.0785703711638241,0.0728549351527906,0.0637240387156973,0.0578697975948929
"77",0.364047054215607,0.207494438113997,0.14835406189928,0.117477177408629,0.0921959614139787,0.0791739426506382,0.0692145817319838,0.0608265520165429,0.0552746597636437
"78",0.364066812442501,0.208101460555626,0.153054483814947,0.113605464280889,0.0925685120938491,0.0843383271924557,0.0722818470904087,0.0660776598114188,0.0545953191119549
"79",0.369781936976677,0.205578517632867,0.148312475788558,0.127229143036877,0.0926994899578318,0.0789683524962756,0.0722745376992432,0.0670622852457488,0.0588776574250503
"80",0.361585413462057,0.2077937104156,0.149141198911401,0.115163374305263,0.100129859716303,0.0797008996378082,0.0685512414244792,0.0641509804389012,0.0586619431759223
"81",0.363925715962576,0.208612383147744,0.147852737310549,0.118070522796071,0.0919967502605923,0.0780288968521708,0.0706321465604865,0.0604411351874905,0.0559054483761972
"82",0.365753713676486,0.210608611578789,0.148543019611067,0.113968161496094,0.0941963539053353,0.0784937766257295,0.0755587701836963,0.0607103573606246,0.0561906410331735
"83",0.369084245262526,0.209506478749645,0.14819169972036,0.115256138255281,0.0966031034595149,0.0793158330684697,0.0683695386966069,0.064205261961806,0.0549863715206079
"84",0.370241697751574,0.208229283396145,0.14855500640877,0.114364286513241,0.0985299149123813,0.0793025447033852,0.0692698489088291,0.0620159101597249,0.05862189801574
"85",0.3637485386405,0.208906545075312,0.145933488731715,0.114247507169215,0.101704846675409,0.0792276798260228,0.0696515719581928,0.0652299793472177,0.0584904530299517
"86",0.37036610176894,0.210447337425109,0.148399714826547,0.112712290610855,0.0987666445614315,0.0783907209038665,0.0718614438748133,0.0646734535895085,0.0564222157530345
"87",0.364350564304886,0.211813327671531,0.148986607117555,0.114266463812215,0.0983690681352114,0.0782352310496408,0.0719936082730654,0.0660706900829864,0.055111449885744
"88",0.369270649710143,0.208481720829163,0.149689019156758,0.115515664244143,0.0965334058543697,0.0779480619780856,0.0686720220993035,0.0636416506233957,0.0564773293472845
"89",0.36145567638444,0.208149042518369,0.148295067544557,0.116534029730954,0.0945204775702279,0.0791671001388619,0.071461884798491,0.0601933615312484,0.0575800761559275
"90",0.369925686244017,0.210034114641036,0.147102921450656,0.114972252407411,0.0964362355647225,0.0782160248735264,0.0718589983959989,0.0651824567105429,0.0564277782523277
"91",0.364793720483626,0.207677791430453,0.149011137807835,0.113444716532906,0.093139367093566,0.0781909952240664,0.0688593149297489,0.0623159719002133,0.0572264847697828
"92",0.366090271674349,0.211301407817106,0.148528653129784,0.114824544087948,0.0973333991022542,0.0829208870905831,0.0678836861436772,0.0626718211227565,0.0587887991817886
"93",0.364597665429796,0.20683516167475,0.14830161410209,0.11627117064845,0.0935651351287982,0.0801209724322438,0.0726290996864263,0.064480252931722,0.0567524169805793
"94",0.368209350031961,0.210573166857959,0.147557062252518,0.114017268551953,0.0929099321823106,0.0800697074759207,0.0723405984653562,0.0634886706786117,0.0572793301923487
"95",0.367614316103845,0.208510650122966,0.149074899926506,0.119070447048485,0.0961852115262715,0.0778008274020292,0.0719306377893914,0.0606527134457908,0.0554782594611229
"96",0.364831544444863,0.20753574045311,0.148366907495379,0.11445057223175,0.0919037738056389,0.0781164539720043,0.0713826074650817,0.0604254310052786,0.0580329946332191
"97",0.359352722472519,0.210285487569868,0.147246686677207,0.116782251435121,0.102749643585373,0.0788329691900353,0.0699324778737256,0.0616745451090313,0.0594936288623701
"98",0.363982575579727,0.207407504899912,0.148868346701284,0.114261728650586,0.0952901856034447,0.0784396996715157,0.0691263546713124,0.0612405753813924,0.0547028896395769
"99",0.361453416814703,0.210310355282989,0.151437234470484,0.115783315969415,0.0922696533711829,0.0811821551882065,0.069168921865815,0.0643894025774925,0.0584054950128002
"100",0.358601044533784,0.206547792289777,0.148661607753356,0.11652815936987,0.0942221630573947,0.0776415390413042,0.0691306200555289,0.0644390819434909,0.056391100472653
