"","c.0.359951054429736..0.36054355297384..0.368855733205043..0.370278723580822..","c.0.205934623485088..0.211763172155422..0.207327486425426..0.209179128697466..","c.0.148243780807702..0.150430299611603..0.147205698156164..0.149835366283072..","c.0.115479286418185..0.115398506490864..0.115617648403352..0.113974926975662..","c.0.0918782367831144..0.10223933529233..0.0917531598573678..0.0938337131193403..","c.0.0846735694724947..0.0848539914867373..0.0781820211704451..","c.0.0727221546862233..0.0696902402839073..0.0680838066818841..","c.0.0615767016275289..0.0633939101152332..0.0636981176739133..","c.0.0544026893435741..0.0560572163062588..0.056754448332138.."
"11",0.362186924537582,0.210187963915611,0.146921934691634,0.114145358911435,0.100698685734578,0.0789225207242074,0.0728048824654103,0.0631940041531186,0.0595493771720879
"12",0.365349222144296,0.208226520495308,0.151862306661027,0.116276396268663,0.0916748355596615,0.0790113183997277,0.0677194926565114,0.0654253835425384,0.0588556208080614
"13",0.365202415708429,0.206862493745814,0.152938932382031,0.114170350727161,0.0912661970123741,0.0802184583444326,0.068974657261924,0.061086423422754,0.0583512920120109
"14",0.369410244044866,0.207500420196412,0.148153642513199,0.115095304789544,0.0920856460831929,0.0788049288918355,0.0720800867514328,0.0636391063643632,0.0588638066677232
"15",0.36691187051144,0.205963276512985,0.148767973189607,0.115438257430477,0.0920453281845476,0.0788329255451848,0.0693406677760271,0.0606976126086219,0.0568517961940617
"16",0.367567825961543,0.208237694172413,0.148093247163023,0.116060171224103,0.0920296788902454,0.0843503771260425,0.0719502147290132,0.064997609706008,0.055441039650995
"17",0.365142758475273,0.206609720984757,0.149331592041952,0.115783775546727,0.0941703716297731,0.0803203522302076,0.073940997772907,0.0631369989901653,0.0557930691277597
"18",0.369104891870013,0.211116233248855,0.148775743463901,0.115841769370984,0.0924808717902255,0.0885766387097308,0.0735684136977563,0.0637020950288131,0.0558833776764221
"19",0.370625451391608,0.209228136761005,0.147217708127341,0.116221768952445,0.0913130590339893,0.0788394621082349,0.0742858563817552,0.0606307433708265,0.0572557282064788
"20",0.360255101429033,0.207904079491832,0.149299091614735,0.118074102850483,0.0916944834667251,0.0796540154306297,0.0728795342369163,0.0605421370658044,0.0566426497611766
"21",0.361337351215045,0.208399267283007,0.151325358509636,0.115003544036151,0.0929008594836817,0.0829448338441311,0.0702784219797488,0.0616992787363136,0.0562679998656214
"22",0.367443109081912,0.206590191366385,0.150295903244473,0.116884535927041,0.0910870232386265,0.0816511763424784,0.0728364541944295,0.0657270394713718,0.0602196367878625
"23",0.369501418313254,0.209867755131209,0.148454711711584,0.115342717350932,0.0920950592485825,0.0782550036382592,0.0721568599773683,0.0628460797688789,0.0566557347249468
"24",0.362730634862776,0.208208333737094,0.153922326328234,0.116454559792301,0.092316359399345,0.0783083598114966,0.0685168582310666,0.0678821353145739,0.0563175620400354
"25",0.36087677070428,0.20665059191639,0.147754208555677,0.11476999799276,0.0919547613957451,0.0831199132657792,0.0682665755315166,0.0625848022687701,0.0565243849430583
"26",0.364040960625111,0.208332992255626,0.147026513819537,0.116135237624276,0.0922721806470228,0.0787608077176139,0.07119202753788,0.061732499605727,0.0583181314492257
"27",0.36377378678315,0.206306053060571,0.151127566237202,0.115825779387051,0.104385057346823,0.0800674451220473,0.0718135489030928,0.0632571115063319,0.0602098505102796
"28",0.359099499280986,0.207392109370317,0.147859123186721,0.114038347960199,0.0912981694080342,0.0797802896311026,0.0730268578019443,0.0658583877816137,0.0579538138124161
"29",0.364468325554099,0.207270970676411,0.151629400851038,0.115373730112842,0.0942802518146253,0.0779782023457976,0.0694500265260518,0.0638038845958417,0.0596187096871194
"30",0.364830827343825,0.209782818503624,0.151705062573086,0.113688180722912,0.0919566751442886,0.0786105220962199,0.0723759861453644,0.064268949036682,0.0583343622761306
"31",0.367092506728057,0.206133516314486,0.147444321940463,0.116404747896866,0.0948475083142128,0.0771934390545424,0.0716704288939052,0.065948560123104,0.0571484278013286
"32",0.369660631421228,0.208645338727196,0.146266710044207,0.11499394571132,0.0915859110631746,0.083738732454581,0.0680573635998851,0.0647643396487233,0.0567304196986027
"33",0.357392943711285,0.211577521438152,0.148762874678776,0.116336985550219,0.0995342689604075,0.0785140495711283,0.0751587780590554,0.0637341133865848,0.0546783574240418
"34",0.36618385026574,0.209525403345653,0.148956486252177,0.116106740660441,0.0934152801920371,0.0797082859546459,0.0721518646225392,0.0603045774518924,0.0571701244308822
"35",0.368298154256661,0.212695163682761,0.149452273795135,0.118091523035417,0.09197985723802,0.0829508131269897,0.0678424469108327,0.0660856216464377,0.0561263409200443
"36",0.363149898533459,0.208256318585326,0.150626971904915,0.114331781274557,0.0922553405367966,0.0802751792934009,0.0695687245206622,0.065896124128929,0.0610726732080103
"37",0.36132570309883,0.207404783556935,0.151085356400868,0.11444572307979,0.0917847663174481,0.0779639993469269,0.0693523461459688,0.0627326427632176,0.0567685312601067
"38",0.365059350834852,0.207982417193114,0.15137916170527,0.11241014171324,0.0917057216894822,0.0786558824474103,0.0715351839896708,0.0638098749326451,0.0548846888359664
"39",0.369077054031049,0.207877014107461,0.147679376637017,0.11480496801533,0.093260484631321,0.0782026201908827,0.0732901460244158,0.0605510250640805,0.0545994935142134
"40",0.360216788724219,0.209574101153869,0.151206033195951,0.114902638275558,0.0933402932530286,0.0783827152813075,0.0715656672647594,0.0645685783171508,0.0540987796513659
"41",0.371003108097922,0.207347185622607,0.148205676278806,0.116085442195164,0.0938564294718661,0.0854086838226958,0.0711963084137903,0.0661299684473164,0.056759455611796
"42",0.367588369441277,0.207779201869536,0.151600374594371,0.113698526527604,0.0926448055210673,0.0843943963633185,0.0703503430021867,0.0615499061100679,0.0595738629056782
"43",0.359862881567114,0.207354941881954,0.148827909093865,0.114007906174242,0.0920103116316301,0.0787837130536264,0.0696975450099339,0.0628211611793155,0.0565120141805661
"44",0.360082324261679,0.20884639146714,0.150298947550536,0.116118867537501,0.0941849552108734,0.0791719804258125,0.0684672833457559,0.0631209987724523,0.0573984060255737
"45",0.356147212654888,0.207646616663757,0.148868852588333,0.116181230886719,0.0913866218066967,0.0798499192117808,0.0694052460627235,0.0639706439780501,0.0569841012329656
"46",0.376529016643375,0.21198830249648,0.149915918830517,0.118345056253646,0.0924617311481733,0.0814541019225552,0.071410634485098,0.0648648648648649,0.0591490879900103
"47",0.367721149703417,0.207209186650628,0.149694001577971,0.114649456692527,0.102641594225287,0.0784083733947706,0.0679624598922172,0.0640740053214529,0.0535509521888142
"48",0.36060470073484,0.210822489511714,0.148883561610394,0.115132536754001,0.0935724756505916,0.0787484814503317,0.072087482667339,0.0633258305197782,0.054462332872903
"49",0.364187099512039,0.211141378386256,0.150085228483359,0.114297320106033,0.0958816466934326,0.0785199409716967,0.0683306513491624,0.0643070379912485,0.0586647203321326
"50",0.362833013788385,0.211142461469931,0.148561047082798,0.114250503903682,0.0927153782946716,0.0782235652479946,0.0680583929065182,0.0598975512354506,0.0572655080851802
"51",0.36336981151183,0.211212335793592,0.152639743314074,0.113876569671929,0.0906845643183821,0.0791682534666913,0.0677053048075445,0.0601580276016684,0.0570946044228452
"52",0.367402438284609,0.207891537832892,0.151953721910675,0.115328793868549,0.0961960868579069,0.0788711098368028,0.0683771347716877,0.061396138996139,0.0565017824655174
"53",0.367857453728249,0.208513352249687,0.14937885583809,0.114992416916537,0.0926142976490801,0.08289995643301,0.072325684310098,0.0637763496036886,0.0586561911524095
"54",0.36363696563324,0.208532878432158,0.149322490957715,0.113413009188864,0.0939140514045866,0.078733514352211,0.0687004848054866,0.0604306168943123,0.0586550602214215
"55",0.366624580303176,0.207293306204621,0.147993910370486,0.11815550408914,0.0923650833126088,0.0827309574404571,0.0723827036915793,0.0632271311849021,0.0543935186364679
"56",0.367220491796716,0.213349508283433,0.151295637996932,0.116815221117587,0.0951816100769126,0.0856717564369536,0.0686367222468675,0.0624047947838219,0.058029167251379
"57",0.368553517284203,0.207335925968452,0.145928347469819,0.11505404664513,0.0917888483922656,0.0795811026257305,0.0716076585591635,0.0613058135287742,0.0577145175405191
"58",0.364143854520654,0.20964067712712,0.148231364402251,0.11403974114853,0.091304224669451,0.0819084293283627,0.0673581181942032,0.060973587908676,0.0556220697426404
"59",0.36696303768283,0.207938713366816,0.147557798118978,0.113312447797231,0.0938834932663106,0.0805377051995821,0.0722120248340914,0.0670525008158839,0.0558382356930078
"60",0.36346456216137,0.208823219895347,0.148632978513811,0.115584123556032,0.0943056120374136,0.0803035926195745,0.0719007845033215,0.0607427191946171,0.0554798585230375
"61",0.36376322941518,0.20793722475037,0.152159463440453,0.113741822769078,0.0946538528057013,0.0777479697495721,0.0757017109213326,0.0615847475210923,0.0567926596743846
"62",0.362474879682323,0.21035926240507,0.14740013137132,0.114905756656787,0.0924572976942654,0.0779563654617523,0.0679677547216584,0.0669806677422001,0.0564921850482227
"63",0.364847103775117,0.208864666983817,0.149021245151086,0.114992968174541,0.0915701396354694,0.0783055061405577,0.0716982182346303,0.0646633360674073,0.0562170688691956
"64",0.370835552148193,0.208244070716586,0.147937726490766,0.116367458882362,0.0967446599277086,0.0786415964987393,0.0683322095712859,0.0606698370939998,0.0582546466231728
"65",0.358506721324347,0.207435487128498,0.148191721642343,0.114769252209747,0.0934927264109298,0.0794216440377355,0.0729003356648979,0.064094233944876,0.0583844859514387
"66",0.36599636181303,0.207303863011655,0.14888328213357,0.115357030417412,0.0921647110830836,0.0843613614259675,0.0723656095838503,0.0639775046035933,0.0570840544459516
"67",0.367243043544301,0.208550796771207,0.147230581604918,0.114013028301614,0.102175915376175,0.0780457550757709,0.0716958370317335,0.0636527392729985,0.0564824939038617
"68",0.3697301506388,0.2095110619861,0.151921792416961,0.114071067893081,0.0922295788736309,0.0796934276043833,0.0680383993484644,0.061375099313057,0.0592090885866337
"69",0.363155699659621,0.206815187515617,0.146532859521637,0.113269795366232,0.0999070005324244,0.0851621850412216,0.0701231908163966,0.063855886116672,0.0561753386002753
"70",0.361959720393429,0.207325248070562,0.148620131739561,0.115281501340483,0.104896408743686,0.0784718149734097,0.0725269290424781,0.0602140659556985,0.0547202277031484
"71",0.363590968971192,0.207151029876882,0.14891377493094,0.11210439160098,0.0952704079553328,0.0809463036767295,0.0728322941920656,0.0643348259366991,0.0577172513150196
"72",0.365467122922496,0.208831390022857,0.146956916943712,0.115452961702855,0.0959456754232767,0.0778791357374907,0.0693857236479523,0.067104049845929,0.0579003847863746
"73",0.369210503615455,0.208264310147124,0.14869673965039,0.11895983978403,0.0947028467183581,0.0855056089529062,0.0715098739672224,0.0638644969570317,0.0599548321270667
"74",0.361180964844853,0.21090781023866,0.151273839643415,0.115623286480414,0.0936623509080092,0.0786910880920106,0.0689697556127986,0.0651325251695089,0.0591975142937367
"75",0.359654308822926,0.208049135762257,0.149738890769305,0.113715443734944,0.0944441451095665,0.0777703669805166,0.0716431257452077,0.0631677813979401,0.0586148816318428
"76",0.360590153319612,0.207152424023358,0.148313083548407,0.113631323406564,0.0923362062326861,0.0780634265340589,0.0677356635777676,0.0643747234256242,0.0590026179959303
"77",0.375212632120297,0.206534527961355,0.148251597657102,0.116262382136856,0.0920968914972623,0.079961478644952,0.0717196932221215,0.0635893277291728,0.059173932736103
"78",0.359369761574895,0.212164154734851,0.149695891288383,0.127997901584953,0.0933425064243165,0.0791062470435021,0.0719438834400408,0.0608008260809002,0.0596733078161221
"79",0.36074631675669,0.215969332355908,0.149749978130643,0.114541258953781,0.0963742674146625,0.0832462984579468,0.06842769736105,0.0665365067134292,0.0589839785413948
"80",0.358254177309493,0.205745761321231,0.148301685615967,0.117782489388338,0.0931164592288446,0.0818148594106049,0.0696333744110947,0.06647787223727,0.0583985972024885
"81",0.357984101861,0.211731076773058,0.149925161681658,0.114026846164516,0.0970105473620148,0.0788238282499483,0.0676073955570826,0.0669908811209033,0.0587288405104654
"82",0.367574305357934,0.208324163881502,0.150646228793915,0.11289234508754,0.0945872558031422,0.0777184493085617,0.0691543903442712,0.0633172241646153,0.0594684282825788
"83",0.366374634147925,0.209289537335666,0.147062191696895,0.11484297223858,0.0935272797544938,0.0790954426432081,0.0687355964680598,0.0604853746434862,0.0559522605441489
"84",0.354376846832882,0.210470747804408,0.149782351160402,0.116157447089075,0.0947787190444061,0.0824093665609099,0.0725655424783635,0.0631677460196605,0.05866519567169
"85",0.362956340895348,0.208955138446145,0.149391881990915,0.116715767225971,0.0935256960996697,0.079938854740722,0.0715781414194357,0.063172238055712,0.0540660934424531
"86",0.36602282875564,0.210873510853744,0.15074585277167,0.113073820597718,0.092673517321155,0.0784794024038823,0.0728792147267419,0.0635642775067782,0.0539928734055595
"87",0.361443652886451,0.208972443868467,0.151823329877786,0.114001613138193,0.0943434031615892,0.0776133727711947,0.0707372175671846,0.0603101090404619,0.0595594324852046
"88",0.362960233088687,0.213785529167792,0.149339638430753,0.115289702079453,0.0925173635198773,0.0825543061518054,0.0729019446709503,0.061043703135079,0.0572701302163206
"89",0.371694507017353,0.209300639520414,0.149622482059239,0.116745177097576,0.0925112727532871,0.0789368391645477,0.0691918035074417,0.0639934348050025,0.0591459479977225
"90",0.367337048204801,0.210684035282435,0.148832098550303,0.116493112443561,0.0928788807295616,0.0786156251963612,0.0688675960202866,0.0665063649612091,0.054676615582467
"91",0.366661767932889,0.211717759255188,0.148695781848868,0.113685649632284,0.0924307038472698,0.0777613457700483,0.0698494838530424,0.0629500111822061,0.0571350022386477
"92",0.370166549796219,0.2082364430565,0.147339796174819,0.115007079532904,0.0924303062681401,0.0831035106608303,0.0719111871406592,0.0666830581473808,0.0588714370634335
"93",0.365201558806619,0.210091558444835,0.148784058850837,0.113498626434741,0.0920253372871744,0.0782188695501519,0.0697119410484006,0.0628362139640398,0.0594666035011595
"94",0.364229629308292,0.208222559254585,0.14689867218426,0.116239532700925,0.0954945207030611,0.078223429531895,0.0683262175265938,0.0641756025466424,0.0560353357449874
"95",0.369239205352799,0.20841488061478,0.148978694747418,0.115246087844451,0.0940851494982019,0.0785882640375965,0.0754592754173219,0.0633814017214738,0.0568412588619086
"96",0.359355764014635,0.210148958632936,0.14990925072118,0.116061107257821,0.094969320407324,0.077727330435466,0.0719218357377007,0.0606044227445999,0.0551695829976132
"97",0.371868747304742,0.209181725238042,0.151385150291611,0.116594557525453,0.0916317907423355,0.0795032938844517,0.0719812115148472,0.0653386221131535,0.0596010182268652
"98",0.362051558133976,0.211047847435948,0.149605797540562,0.112537378129519,0.0917503744592599,0.0804440241765717,0.0708818308650628,0.0644988146255661,0.0559969321055469
"99",0.35946593368536,0.208514940785486,0.149239452315159,0.115519857834706,0.0918204412883591,0.0777233715520609,0.0727332552915493,0.0633913717916165,0.0569801949269024
"100",0.359728063874117,0.213938273300495,0.150491272290148,0.113641797978487,0.0912462056807869,0.0778551587627704,0.068615624681977,0.0644404670731484,0.0582283443904879
